id,question,text
1570299808,Thủ tướng phục vụ lâu nhất trong lịch sử nước Anh là ai,Ông thống trị  Walpole–Townshend Ministry và Walpole Ministry và giữ kỷ lục là Thủ tướng phục vụ lâu nhất trong lịch sử nước Anh .
1570299751,Thành phố nào là tỉnh lỵ của Tuyên Quang,Tuyên Quang là một tỉnh thuộc vùng Đông Bắc Việt Nam . Có tỉnh lỵ là Thành phố Tuyên Quang .
1570299724,Lý Dịch Phong là ai,"Lý Dịch Phong ( sinh ngày 4 tháng 5 năm 1987 ) là nam diễn viên , ca sĩ người Trung Quốc được biết đến với vai Bách Lý Đồ Tô trong phim truyền hình tiên hiệp "" Cổ kiếm kỳ đàm "" . Anh xếp hạng thứ 9 trong danh sách những ngôi sao Trung Quốc của tạp chí Forbes năm 2015 với thu nhập ước tính khoảng 69 triệu Nhân dân tệ ."
1570299533,Trương Quang Nghĩa hiện đang nắm giữ chức vụ gì,"Ngày 7 tháng 10 năm 2017 , ông Trương Quang Nghĩa được Bộ Chính trị Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khoá XII phân công giữ chức Bí thư Thành uỷ Đà Nẵng thay ông Nguyễn Xuân Anh bị cách chức Bí thư thành uỷ Đà Nẵng và cho thôi Uỷ viên Trung ương Đảng ."
1570299486,Quang Trung cầm quân chiến đấu từ năm mấy tuổi,"Ngoài ra , Quang Trung còn là người đánh bại các cuộc xâm lược Đại Việt của Xiêm La từ phía nam , của Đại Thanh từ phía bắc . Bản thân ông đã cầm quân chiến đấu từ năm 18 tuổi , trong 20 năm liền đã trải qua hàng chục trận đánh lớn , và chưa hề thua một trận nào ."
1570299452,Album nào giúp Adele ghi danh trong sách kỷ lục Guinness,""" 21 "" cũng giúp Adele được ghi danh trong "" Sách Kỷ lục Guinness "" . Cô là nữ nghệ sĩ đầu tiên trong lịch sử "" Billboard "" Hot 100 có cùng một lúc ba đĩa đơn trong top 10 , có hai album trong top 5 "" Billboard "" 200 và hai đĩa đơn trong top 5 "" Billboard "" Hot 100 ."
1570299304,Sinh nhật của Park Bo Gum là ngày nào,"Park Bo Gum ( sinh ngày 16 tháng 6 năm 1993 ) là một diễn viên người Hàn Quốc . Anh ra mắt lần đầu tiên trong bộ phim "" Blind "" vào năm 2011 và sau đó anh đảm nhiệm nhiều vai diễn truyền hình như thiên tài chơi Cello Lee Yoon Ho của Học viện Âm nhạc Julliard trong "" Cantabile Tomorrow "" ( 2014 ) , luật sư tâm thần ( Lee Min ) trong "" Hello Monster "" / I Remember You ( 2015 ) và thiên tài chơi Baduk ( cờ vây ) Choi Taek trong "" Reply 1988 "" ( 2015 ) ."
1570299288,Cây cứt lợn còn có tên gọi khác là gì,"Cây cứt lợn ( tên khoa học "" Ageratum conyzoides "" ) , còn gọi là cây hoa ngũ vị , cây hoa ngũ sắc , cây bù xít , thắng hồng kế , cỏ hôi , cỏ thúi địt ( "" địt "" ở đây có nghĩa là rắm ) , là một loài cây thuộc họ Cúc ."
1570299266,Hiệp định đối tác xuyên Thái Bình Dương viết tắt là gì,"Hiệp định Đối tác xuyên Thái Bình Dương ( tiếng Anh : "" Trans-Pacific Partnership Agreement "" - viết tắt TPP ) là một hiệp đinh / thoả thuận thương mại tự do được ký kết giữa 12 nước vào ngày 4 tháng 2 năm 2016 tại Auckland , New Zealand sau 5 năm đàm phán với mục đích hội nhập các nền kinh tế thuộc khu vực châu Á-Thái Bình Dương ."
1570299245,Công suất là gì,Công suất P ( từ tiếng Latinh Potestas ) là một đại lượng cho biết công được thực hiện ΔW hay năng lượng biến đổi ΔE trong một khoảng thời gian T = Δt .
1570299207,México giáp với những quốc gia nào,"México là một quốc gia rộng lớn với diện tích gần 2 triệu km2 , đứng hàng thứ 14 trên thế giới và dân số khoảng 106 triệu người , đứng hàng thứ 11 trên thế giới . México giáp với Hoa Kỳ về phía bắc , giáp với Guatemala và Belize về phía đông nam , giáp với Thái Bình Dương về phía tây và tây nam , giáp với vịnh México về phía đông ."
1570299180,Zalo được sử dụng ở quốc gia nào,"Zalo là ứng dụng nhắn tin và gọi điện miễn phí hoạt động trên nền tảng di động và máy tính, được sử dụng tại các nước Việt Nam, Hoa Kỳ, Myanmar, Nhật Bản, Đài Loan, Hàn Quốc, Malaysia, Ả Rập Xê Út, Angola, Sri Lanka, Cộng hòa Séc, Nga."
1570299089,Tôn giáo chủ yếu ở México là gì,México cũng là nước có số lượng người nói tiếng Tây Ban Nha cao nhất trên thế giới và tôn giáo chủ yếu tại đây là Công giáo Rôma .
1570299052,Công thức phân tử của Glucose là gì,"Tên "" glucose "" đến từ ngôn ngữ Hy Lạp , chữ "" glu "" nghĩa là rượu nho ngọt , nước nho ; còn đuôi "" ose "" nhằm thể hiện sự phân loại chất trong hoá học ( đuôi "" ose "" biểu thị cho các chất cacbohydrat ) . Nó là đường hexose do cấu trúc phân tử mang 6 cacbon . Glucose có cấu tạo phân tử : CHO có 2 dạng là mạch vòng và mạch hở ."
1570299034,Tôn Trung Sơn nhậm chức tổng thống năm nào,"Năm 1912 , ông nhậm chức Đại Tổng thống Lâm thời Trung Hoa Dân Quốc , nhưng một tháng sau , ông nhường chức này cho tướng Thanh là Viên Thế Khải với điều kiện Viên Thế Khải bắt vua nhà Thanh thoái vị để thành lập chế độ cộng hoà , nhưng sau đó Viên Thế Khải bội ước , khiến ông phải lưu vong sang Nhật ."
1570299003,Tiết Đông chí là gì,"Tiết Đông chí , theo lịch Trung Quốc cổ đại , là tiết khí khởi đầu bằng điểm giữa của mùa đông , nó là một trong hai mươi tư tiết khí trong nông lịch . Theo định nghĩa này , điểm bắt đầu của nó trùng với điểm đông chí ( tiếng Anh : "" Winter solstice "" ) tại Bắc Bán cầu theo quan điểm của khoa học phương Tây ."
1570298988,Ái Tân Giác La Phổ Nghi là ai,"Ái Tân Giác La Phổ Nghi ( phồn thể : 愛新覺羅溥儀 ; bính âm : "" Ài Xīn Jué Luó Pǔ Yí "" ; 1906 – 1967 ) hay Aisin Gioro Puyi , hãn hiệu : Cáp Ngoã Đồ Du Tư Hãn , Tây Tạng tôn vị Văn Thù Hoàng đế , là vị hoàng đế thứ 12 và là hoàng đế cuối cùng của triều đại Mãn Thanh nói riêng và của chế độ quân chủ trong lịch sử Trung Quốc nói chung ."
1570298979,V là ai,"Kim Tae-hyung ( Hangul : 김태형 ; sinh ngày 30 tháng 12 năm 1995 ) thường được biết đến với nghệ danh V , là một nam ca sĩ , nhạc sĩ và diễn viên người Hàn Quốc ."
1570298936,Bảng Anh còn có tên gọi khác là gì,"Tên gọi đồng bảng ( pound ) bắt nguồn từ đồng Tower pound có hàm lượng bạc tinh khiết khá cao đạt 92,5% ( đồng chiếm phần còn lại 7,5% ) ."
1570298619,Arsenal đã giành được những cúp nào,"Arsenal đã giành được 13 chức vô địch quốc gia , 13 Cúp FA ( kỷ lục ) , 2 Cúp Liên đoàn Anh , 1 Cúp Liên đoàn Thế kỷ , 15 Siêu cúp Anh , 1 Cúp UEFA và 1 Cúp Inter-Cities Fairs . Arsenal là câu lạc bộ có số trận thắng ở cấp cao nhất nhiều thứ hai trong lịch sử bóng đá Anh , và cũng là đội bóng Anh duy nhất cho đến nay vô địch quốc gia với thành tích bất bại qua 38 vòng đấu , nhận biệt danh The Invincibles ( tiếng Việt : "" Đội bóng bất bại "" ) và giành Cúp vàng Ngoại hạng Anh ."
1570297926,vì sao sao Hỏa có màu đỏ,"Sao Hoả khi quan sát qua kính thiên văn nhỏ thường hiện lên có màu vàng , cam hay đỏ nâu ; trong khi màu sắc thực sự của Sao Hoả gần với màu , và màu đỏ là do khí quyển Sao Hoả chứa rất nhiều bụi ; bên dưới là bức ảnh mà robot Spirit chụp được trên Sao Hoả với màu nâu-xanh nhạt , màu bùn với những tảng đá xám-xanh và cát màu đỏ nhạt ."
1570297868,Thánh Gióng  là ai,"Phù Đổng Thiên Vương , cũng gọi Sóc Thiên vương nhưng hay được gọi là Thánh Gióng , là một nhân vật trong truyền thuyết Việt Nam , một trong bốn vị thánh mà người Việt gọi là Tứ bất tử trong tín ngưỡng dân gian Việt Nam ."
1570297783,Phần Lan gia nhập Liên minh châu Âu năm bao nhiêu,"Ngày nay , Phần Lan là một quốc gia dân chủ theo chế độ cộng hoà nghị viện . Nước này là thành viên của Liên Hiệp Quốc từ năm 1955 và gia nhập Liên minh châu Âu vào năm 1995 ."
1570297674,Hoa Thiên Cốt phát sóng vào ngày nào,Phim chính thức phát sóng từ ngày 9 tháng 6 năm 2015 vào khung giờ Kim Cương ( 22 h ) trên đài Hồ Nam . Mặc dù chiếu trong khung giờ khuya ( 22 h - 24 h ) nhưng bộ phim chuyển thể Hoa Thiên Cốt đã chứng tỏ mình với vị trí đứng đầu bảng xếp hạng rating những phim chiếu cùng thời điểm trên các đài truyền hình Trung Quốc .
1570297659,Thủ đô của Phần Lan là thành phố nào,"Helsinki ( ; ; ) là thủ đô , đồng thời là thành phố đông dân nhất của Phần Lan với số dân 648,650 người . Toạ lạc bên bờ vịnh Phần Lan , thành phố là trung tâm của vùng Uusimaa . Toàn khu vực đô thị Helsinki có số dân 1,268,296 người . Helsinki không chỉ là vùng tập trung đông dân cư nhất , mà còn là trung tâm chính trị , giáo dục , tài chính , văn hoá và nghiên cứu của Phần Lan ."
1570297228,Zlatan Ibrahimović sinh ngày mấy,Zlatan Ibrahimović ( sinh ngày 3 tháng 10 năm 1981 ) là một cầu thủ bóng đá người Thuỵ Điển chơi ở vị trí tiền đạo cho LA Galaxy . Anh từng khoác áo đội tuyển bóng đá quốc gia Thuỵ Điển khi ra mắt vào năm 2001 và trở thành đội trưởng của đội tuyển này từ năm 2010 cho đến khi giã từ đội tuyển quốc gia vào năm 2016 .
1570297215,Thời Xuân Thu là năm nào,"Xuân Thu là tên gọi một giai đoạn lịch sử từ 771 đến 476 TCN trong lịch sử Trung Quốc . Tên của nó bắt nguồn từ cuốn Kinh Xuân Thu ( Biên niên sử Xuân Thu ) , một cuốn sử mà theo truyền thống thường được coi là của Khổng Tử ."
1570297194,Tên khai sinh của Trần Thái Tông là gì,"Trần Thái Tông ( chữ Hán : 陳太宗 ; 9 tháng 7 năm 1218 – 5 tháng 5 năm 1277 ) , tên khai sinh : Trần Cảnh , là vị hoàng đế đầu tiên của hoàng triều Trần nước Đại Việt . Ông ở ngôi từ năm 1225 tới năm 1258 , sau đó làm Thái thượng hoàng cho đến khi qua đời ."
1570296901,Dầu mỏ được dùng chủ yếu để làm gì,"Hiện nay dầu mỏ chủ yếu dùng để sản xuất dầu hoả , diezen và xăng nhiên liệu . Ngoài ra , dầu thô cũng là nguồn nguyên liệu chủ yếu để sản xuất ra các sản phẩm của ngành hoá dầu như dung môi , phân bón hoá học , nhựa , thuốc trừ sâu , nhựa đường ..."
1570296797,Super Sentai Series do công ty nào sản xuất,"trong: Super Sentai, Tokusatsu Super Sentai SỬA ĐỔI   CHIA SẺ Supersentaiserieslogo Biểu tượng chính thức của Super Sentai từ Mirai Sentai Timeranger  Super Sentai Series (スーパー戦隊シリーズ Sūpā Sentai Shirīzu?) là tên của một chuỗi các loạt phim siêu anh hùng của Nhật Bản được sản xuất bởi Công ty TNHH Toei, chi nhánh Toei và Bandai, và phát hành bởi TV Asahi . Chương trình thuộc thể loại tokusatsu, với hiệu ứng màu và cuộc sống của các nhân vật, với khán giả chính là trẻ em. series này là 1 trong các series tokusatsu nổi tiếng nhất được làm tại Nhật Bản, bên cạnh Ultra Series, Kamen Rider Series,và Metal Hero Series cũng được làm lại tại Mỹ với tên gọi Power Rangers."
1570296720,Đinh Đức Thiện mất ngày nào,"Đinh Đức Thiện , tên thật là : Phan Đình Dinh ( sinh ngày 15 - 11 - 1914 – mất ngày 21 - 12 - 1986 ) là một trong những người lãnh đạo chủ chốt trong việc xây dựng đường mòn Hồ Chí Minh huyền thoại trong Chiến tranh Việt Nam ; nguyên Uỷ viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam , Bộ trưởng Bộ Cơ khí Luyện kim , Bộ trưởng Bộ Giao thông Vận tải ( Việt Nam ) , Thượng tướng Quân đội Nhân dân Việt Nam ."
1570296704,Biên giới của Iran giáp với những nước nào,"Iran ( ' ) , gọi chính thức là nước Cộng hoà Hồi giáo Iran ( ' ) , là một quốc gia có chủ quyền tại Tây Á. Iran có biên giới về phía tây bắc với Armenia , Azerbaijan , và Cộng hoà Artsakh tự xưng ; phía bắc giáp biển Caspi ; phía đông bắc giáp Turkmenistan ; phía đông giáp Afghanistan và Pakistan ; phía nam giáp vịnh Ba Tư và vịnh Oman ; còn phía tây giáp Thổ Nhĩ Kỳ và Iraq ."
1570296682,Đông trùng hạ thảo được dùng ở đâu,"Tuỳ theo từng bài thuốc mà đông trùng hạ thảo tham gia , người ta có các chế biến nó khác nhau . Phổ biển nhất là hầm lên hoặc ngâm rượu . Cần phải phân biệt loại đông trùng hạ thảo dùng trong đông y và các chất có dược tính được tinh chế từ các chi nấm "" Cordyceps "" được nuôi trồng trên quy mô công nghiệp ."
1570296576,Hy Lạp là thành viên của liên minh châu Âu năm nào,"Ngày 1 tháng 1 năm 1981 , Hy Lạp trở thành thành viên thứ 10 của Liên minh châu Âu . Nền kinh tế Hy Lạp đã phát triển rất nhanh chóng , với một nguồn vốn đầu tư lớn của nước ngoài đổ vào Hy Lạp để hiện đại hoá hệ thống hạ tầng cơ sở của nước này , xây dựng nền kinh tế Hy Lạp theo hướng hiện đại ."
1570296524,Nam Định đã từng có những tên gì,"Dưới triều Nguyễn , năm 1822 ( Minh Mạng thứ 3 ) đổi tên trấn Sơn Nam Hạ thành trấn Nam Định . Đến năm Minh Mạng 13 ( 1832 ) đổi trấn Nam Định thành tỉnh Nam Định ( tỉnh Nam Định được thành lập ) , với 4 phủ , 18 huyện , bao gồm phần đất tỉnh Thái Bình hiện nay ."
1570296064,Blockchain được phát minh vào năm nào,"Blockchain đầu tiên được phát minh và thiết kế bới Satoshi Nakamoto vào năm 2008 và được hiện thực hoá vào năm sau đó như là một phần cốt lõi của Bitcoin , khi công nghệ blockchain đóng vai trò như là một cuốn sổ cái cho tất cả các giao dịch ."
1570296028,Áo giáp với những quốc gia nào,"Nước Áo là thành viên của Liên Hiệp Quốc từ 1955 và từ 1995 là thành viên của Liên minh châu Âu. Nước Áo giáp Đức và Cộng hoà Séc ở phía bắc, Slovakia và Hungary về phía đông, Slovenia và Ý về phía nam, và Thụy Sĩ và Liechtenstein về phía tây."
1570263843,Vịnh Xuân Quyền có nguồn gốc ở đâu,"Vịnh Xuân quyền còn được biết đến dưới tên gọi Vĩnh Xuân quyền ( và những biến thể khác về tên như Vịnh Xuân công phu hay Vịnh Xuân phái ) , là một môn võ thuật có nguồn gốc từ Nam Thiếu Lâm tại tỉnh Phúc Kiến , Trung Quốc ."
1570263804,Quê của Võ Hoàng Yên ở đâu,"Võ Hoàng Yên là một thầy thuốc Đông Y , quê ở Ấp Cái Nước , Thị trấn Cái Nước , huyện Cái Nước , Tỉnh Cà Mau , Việt Nam ."
1570263720,Tên chính thức của Khmer Đỏ là gì,"Khmer Đỏ ( ខ្មែរក្រហម ) ( tiếng Pháp : Khmer Rouge ) , tên chính thức Đảng Cộng sản Campuchia và sau này là Đảng Campuchia Dân chủ , là một tổ chức chính trị cầm quyền tại Campuchia từ 1975 đến 1979 . Tổ chức này còn được biết với các tên Đảng Cộng sản Khmer , Quân đội Nhân dân Campuchia Dân chủ ."
1570263706,Quan thế âm Bồ Tát có nghĩa là gì,"Điều này có thể là do Quan Âm là vị Bồ Tát cứu độ chúng sanh và là Bồ Tát đặc trưng cho tinh thần của Phật giáo Đại thừa - giác tha , có nghĩa là cứu vớt và giác ngộ người khác - cho nên có thể Phật giáo Đại thừa đã nâng ngài lên tầm quan trọng như vậy , khác biệt với Phật giáo Tiểu thừa ."
1570263694,Đại hội thể thao châu Á 2018 còn có tên gọi khác là gì,"Đại hội Thể thao châu Á 2018 ( hoặc Á Vận hội XVIII , ASIAD XVIII ) là kỳ Đại hội Thể thao châu Á lần thứ 18 tổ chức tại Indonesia , với thủ đô Jakarta sẽ là thành phố chủ nhà chính , trong khi Palembang sẽ là chủ nhà hỗ trợ ."
1570263681,Giấm được điều chế bằng cách nào,Giấm là axit axetic nồng độ từ 2 – 6% . Giấm được điều chế bằng cách lên men rượu etylic .
1570263667,Na Uy nằm ở khu vực nào,"Na Uy có tổng diện tích là 385.207 kilômét vuông (148.729 sq mi)[5] và dân số là 5.312.300 (tính đến tháng 8 năm 2018). [6] Đất nước này có chung biên giới phía đông với Thụy Điển ( có chiều dài là 1.619 km hoặc 1.006  mi). Na Uy giáp Phần Lan và Nga ở phía đông bắc, và eo biển Skagerrak ở phía nam, với Đan Mạch ở phía bên kia. Na Uy có đường bờ biển dài, hướng ra Bắc Đại Tây Dương và Biển Barents."
1570263585,Vật lý nghiên cứu vấn đề gì,"Vật lý học (tiếng Anh: Physics, từ tiếng Hy Lạp cổ: φύσις có nghĩa là kiến thức về tự nhiên) là một môn khoa học tự nhiên tập trung vào sự nghiên cứu vật chất[1] và chuyển động của nó trong không gian và thời gian, cùng với những khái niệm liên quan như năng lượng và lực.[2] Vật lý học là một trong những bộ môn khoa học lâu đời nhất, với mục đích tìm hiểu sự vận động của vũ trụ."
1570263487,Hợp chất Crôm được sử dụng lần đầu ở đâu,"Hợp chất Crôm được sử dụng lần đầu tiên bởi người Trung Quốc vào khoảng 2000 năm trước , thuộc triều đại nhà Tần . Cụ thể khi khai quật Lăng mộ Tần Thuỷ Hoàng người ta đã tìm thấy một số thanh kiếm với lưỡi kiếm được phủ bởi 1 lớp CrO dày 10-15 micromet , lớp này làm nhiệm vụ bảo vệ thanh kiếm khỏi các tác nhân oxi hoá của môi trường từ bên ngoài trong hơn 2000 năm ."
1570263475,Blockchain do ai tạo ra,"Blockchain đầu tiên được phát minh và thiết kế bới Satoshi Nakamoto vào năm 2008 và được hiện thực hoá vào năm sau đó như là một phần cốt lõi của Bitcoin , khi công nghệ blockchain đóng vai trò như là một cuốn sổ cái cho tất cả các giao dịch ."
1570263440,Có bao nhiêu nước tham gia Hiệp định đối tác xuyên Thái Bình Dương,"Hiệp định Đối tác xuyên Thái Bình Dương ( tiếng Anh : "" Trans-Pacific Partnership Agreement "" - viết tắt TPP ) là một hiệp đinh / thoả thuận thương mại tự do được ký kết giữa 12 nước vào ngày 4 tháng 2 năm 2016 tại Auckland , New Zealand sau 5 năm đàm phán với mục đích hội nhập các nền kinh tế thuộc khu vực châu Á-Thái Bình Dương ."
1570263398,Tổng thống Hoa Kỳ thứ 32 là ai,""" Chính sách kinh tế mới "" gắn liền với tên tuổi của vị tổng thống thứ 32 của Hoa Kỳ , Franklin Delano Roosevelt ( gọi tắt là FDR )"
1570263352,Karl Heinrich Marx sinh năm mấy,"Karl Heinrich Marx ( , thường được phiên âm là Các Mác trong các tài liệu tiếng Việt hoặc Hán Việt là Mã Khắc Tư ; sinh 5 tháng 5 năm 1818 tại Trier , Vương quốc Phổ – mất 14 tháng 3 năm 1883 tại Luân Đôn , Vương quốc Anh ) là nhà triết học người Đức gốc Do thái , và cũng là nhà kinh tế , nhà sử học , nhà lãnh đạo cách mạng của Hiệp hội Người lao động Quốc tế ."
1570263335,Trần Thiện Thanh là ai,"Trần Thiện Thanh , một nhạc sĩ nổi tiếng thuộc dòng nhạc vàng và nhạc trữ tình tại miền Nam Việt Nam trước 1975 , đồng thời là một người sinh trưởng tại Phan Thiết , có sáng tác một bài hát nổi tiếng nói về cuộc đời Hàn Mặc Tử ."
1570263200,Phim Hoàn châu cách cách có mấy phần,"Cả bộ phim có 3 phần , sản xuất trong khoảng các năm 1997 , 1998 và 2003 . Hầu hết các cảnh trong phim đều được thực hiện ở thủ đô Bắc Kinh và tỉnh Hà Bắc của Trung Quốc Đại lục . Tuy nhiên , Đài Loan và Trung Quốc tái hợp tác và cho ra một phiên bản mới có tên Tân Hoàn Châu cách cách vào năm 2011 ."
1570263189,Vườn quốc gia Cúc Phương còn được gọi là gì,"Vườn Quốc gia Cúc Phương ( hay rừng Cúc Phương ) là một khu bảo tồn thiên nhiên , khu rừng đặc dụng nằm trên địa phận ranh giới 3 khu vực Tây Bắc , châu thổ sông Hồng và Bắc Trung Bộ thuộc ba tỉnh : Ninh Bình , Hoà Bình , Thanh Hoá ."
1570263162,Thơ Đường luật xuất hiện từ khi nào,"Thơ Đường luật hay Thơ luật Đường là thể thơ Đường cách luật xuất hiện từ đời nhà Đường ở Trung Quốc . Là một trong những dạng thơ Đường bên cạnh cổ thể ( cổ phong ) , từ , thơ Đường luật đã phát triển mạnh mẽ tại chính quê hương của nó và lan toả ra nhiều quốc gia lân bang với tư cách thể loại tiêu biểu nhất của thơ Đường nói riêng và tinh hoa thi ca Trung Hoa nói chung ."
1570263148,Chiến tích nổi bật của Lê Văn Tám là gì,"Lê Văn Tám là tên của một thiếu niên anh hùng trong thời kỳ chiến tranh Đông Dương của Việt Nam với chiến tích nổi bật là đã cảm tử châm lửa để phá huỷ một kho đạn của quân Pháp . Sau chiến tranh , hình ảnh Lê Văn Tám được coi là một biểu tượng anh hùng cách mạng , được nhắc tới cho đến tận ngày nay trong sách giáo khoa để các em thiếu nhi học tập tấm gương của một thiếu niên anh hùng dân tộc , đã xả thân vì nghiệp lớn giải phóng dân tộc ."
1570263135,Chùm ngây là gì,"Chùm ngây hay ba đậu dại ( danh pháp hai phần : Moringa oleifera ) là loài thực vật thân gỗ phổ biến nhất trong Chi Chùm ngây ( danh pháp khoa học : "" Moringa "" ) thuộc họ Chùm ngây ( Moringaceae ) , xuất xứ từ vùng Nam Á nhưng cũng mọc hoang và được trồng , khai thác , sử dụng nhiều nơi trên thế giới do có giá trị kinh tế cao ."
1570263108,Dân số của Bắc Kinh năm 2017 là bao nhiêu,"Bắc Kinh ( , ) , là thủ đô của nước Cộng hoà Nhân dân Trung Hoa và là một trong số các thành phố đông dân nhất thế giới với dân số là 21,707,000 người vào năm 2017 . Thành phố nằm ở miền Hoa Bắc , và là một trực hạt thị dưới quyền chính phủ Trung ương , với 14 quận nội thị và cận nội thị cùng hai huyện nông thôn ."
1570263005,Joseph Stalin là ai,"Joseph Stalin là Thủ tướng và là Tổng thư ký Đảng cộng sản Liên Xô , được dựa trên Joseph Stalin ngoài đời thực . Là nhà lãnh đạo trong chiến dịch của Xô Viết , ông được hỗ trợ bởi Nadia , Tướng Gradenko , Tướng Georgi Kukov và Kane ."
1570262983,Hoà thượng Thích Quảng Đức mất năm bao nhiêu,"Đỉnh điểm là sự kiện nhà sư Thích Quảng Đức tự thiêu năm 1963 để phản đối sự kì thị này . Mặc dù vậy Phật giáp vẫn phát triển . Trong cuốn "" Phật giáo tại Việt Nam "" , ông Mai Thọ Truyền cho biết lúc ông Diệm lên cầm quyền , số chùa tại miền Nam là 2206 cái ."
1570262887,Nelson Mandela là ai,"Nelson Rolihlahla Mandela , 18 tháng 7 năm 1918 - 5 tháng 12 năm 2013 ) là Tổng thống Nam Phi từ năm 1994 đến 1999 , và là tổng thống Nam Phi đầu tiên được bầu cử dân chủ theo phương thức phổ thông đầu phiếu . Trước khi trở thành tổng thống , Mandela là nhà hoạt động chống chủ nghĩa apartheid ( chủ nghĩa phân biệt chủng tộc ) , và là người đứng đầu Umkhonto we Sizwe , phái vũ trang của Đảng Đại hội Dân tộc Phi ( ANC ) ."
1570262778,Ô nhiễm không khí là gì,"Ô nhiễm không khí là sự thay đổi lớn trong thành phần của không khí , chủ yếu do khói , bụi , hơi hoặc các khí lạ được đưa vào không khí , có sự toả mùi , làm giảm tầm nhìn xa , gây biến đổi khí hậu , gây bệnh cho con người và cũng có thể gây hại cho các sinh vật khác như động vật và cây lương thực , và có thể làm hỏng môi trường tự nhiên hoặc xây dựng ."
1570262163,Tiệp Khắc tồn tại khi nào,"Tiệp Khắc ( tiếng Séc : "" Československo "" , tiếng Slovak : "" Česko-Slovensko "" / trước 1990 "" Československo "" , tiếng Đức : "" Tschechoslowakei "" ) , còn gọi tắt là Tiệp ( nhất là trong khẩu ngữ ) , là một nhà nước có chủ quyền tại Trung Âu tồn tại từ tháng 10 năm 1918 , khi nó tuyên bố độc lập khỏi Đế quốc Áo-Hung , cho tới năm 1992 ."
1570262148,Khởi nghĩa Hai Bà Trưng là cuộc khởi nghĩa chống ai,"Khởi nghĩa Hai Bà Trưng là cuộc khởi nghĩa chống Bắc thuộc đầu tiên trong lịch sử Việt Nam do hai chị em Trưng Trắc và Trưng Nhị lãnh đạo . Cuộc khởi nghĩa đã đánh đuổi được lực lượng cai trị nhà Đông Hán ra khỏi Giao Chỉ ( tương đương một phần Quảng Tây , Trung Quốc và Bắc Bộ , Bắc Trung Bộ Việt Nam hiện nay ) , mang lại độc lập trong 3 năm cho người Việt tại đây ."
1570262120,Hoàng đế thứ bảy của nhà Hán trong lịch sử Trung Quốc là ai,"Hán Vũ Đế ( chữ Hán : 漢武帝 ; 31 tháng 7 , 156 TCN - 29 tháng 3 , 87 TCN ) , hay được phiên thành Hán Võ Đế , tên thật Lưu Triệt , là vị hoàng đế thứ bảy của nhà Hán trong lịch sử Trung Quốc ."
1570261803,Axit Axetic còn có tên gọi khác là gì,"Axit axetic , hay còn gọi là ethanoic hoặc etanoic , là một axit hữu cơ ( axit cacboxylic ) , mạnh hơn axit cacbonic . Phân tử gồm nhóm methyl ( - CH ) liên kết với nhóm carboxyl ( - COOH ) ."
1570261787,Quần đảo Selvagens thuộc nước nào,"Hai quần đảo Madeira và Açores là hai vùng tự trị của Bồ Đào Nha . Madeira nằm trên mảng kiến tạo châu Phi , gồm đảo lớn Madeira , Porto Santo và quần đảo Selvagens nhỏ hơn . Açores nằm giữa nơi giao nhau của các mảng châu Phi , châu Âu và Bắc Mỹ , trên sống núi giữa Đại Tây Dương và gồm có chín đảo ."
1570261735,John Cena bắt đầu sự nghiệp đấu vật vào năm mấy,"John Cena bắt đầu sự nghiệp đấu vật chuyên nghiệp của mình năm 2000 , tham gia thi đấu cho Ultimate Pro Wrestling ( UPW ) , nơi mà anh đã từng giữ đai UPW Heavyweight Championship . Năm 2001 , Cena ký hợp đồng với World Wrestling Federation ( WWF ) và được gửi tới"
1570261715,Lễ Phật Đản là ngày mấy,"Một số quốc gia với đa số Phật tử chịu ảnh hưởng Bắc tông ( như Trung Quốc , Hàn Quốc , Nhật Bản , Việt Nam ) thường tổ chức ngày lễ Phật đản vào ngày mồng 8 tháng 4 âm lịch . Các quốc gia theo Nam tông thường tổ chức vào ngày trăng tròn trong tháng 4 âm lịch hay là ngày trăng tròn trong tháng 5 dương lịch ."
1570261699,Bệnh Down là gì,"Hội chứng Down là một hội chứng bệnh do đột biến số lượng nhiễm sắc thể , mà cụ thể là thừa một nhiễm sắc thể 21 . Tên hội chứng được đặt theo John Langdon Down , một thầy thuốc đã mô tả hội chứng này vào năm 1866 ."
1570261604,Cố Cung được UNESCO công nhận năm nào,"Viện bảo tàng nằm trong Cố Cung được gọi là Viện bảo tàng Cố Cung . Diện tích Tử Cấm Thành là 720.000 m2 , gồm 800 cung và 9999 phòng . Do đó , UNESCO đã xếp Cố Cung vào loại quần thể cổ bằng gỗ lớn nhất thế giới và được công nhận là Di sản thế giới tại Trung Quốc vào năm 1987 với tên gọi là Cung điện triều Minh và triều Thanh tại Bắc Kinh và Thẩm Dương ( tiếng Anh : "" Imperial Palace of the Ming and Qing Dynasties in Beijing and Shenyang "" ) ."
